state,department_name,address,phone,site
Pennsylvania,Perry County Sheriff's Office,"Second Floor Courthouse, One Courthouse Square New Bloomfield, PA 17068",717-582-2131,NA
Pennsylvania,Peters Township Police Department,"200 Municipal Drive McMurray, PA 15317",724-942-5030,NA
Pennsylvania,Philadelphia County Sheriff's Office,"100 S Broad St  5 Philadelphia, PA 19103",215-686-3530,www.phillysheriff.com
Pennsylvania,Philadelphia Police Department,"750 Race Street Philadelphia, PA 19106",215-686-1776,www.phillypolice.com
Pennsylvania,Phoenixville Police Department,"140 Church Street Phoenixville, PA 19460",610-933-1180,NA
Pennsylvania,Pike County Sheriff's Office,"500 Broad Street Milford, PA 18337",570-296-6459,NA
Pennsylvania,Pine Grove Police Department,"1 Snyder Avenue Pine Grove, PA 17963",570-345-8100,NA
Pennsylvania,Pittsburgh Police Department,"1203 Western Avenue Pittsburgh, PA 15233",412-323-7800,NA
Pennsylvania,Pittston Police Department,"35 Broad Street Pittston, PA 18640",570-654-2425,www.pittstoncity.org
Pennsylvania,Pittston Township Police Department,"421 Broad Street Pittston Twp, PA 18640",570-602-2073,www.mapquest.com
Pennsylvania,Plainfield Township Police Department,"6292 Sullivan Trail Nazareth, PA 18064",610-759-8517,twp.plainfield.pa.us
Pennsylvania,Plains Township Police Department,"126 N Main Street Plains, PA 18705",570-829-3432,NA
Pennsylvania,Pleasant Hills Police Department,"410 E Bruceton Road Pittsburgh, PA 15236",412-655-4544,NA
Pennsylvania,Plum Borough Police Department,"4575 New Texas Road Plum, PA 15239",412-793-7400,NA
Pennsylvania,Plumstead Township Police Department,,215-766-8740,www.plumstead.org
Pennsylvania,Plymouth Police Department,"162 W Shawnee Avenue Plymouth, PA 18651",570-779-2147,NA
Pennsylvania,Plymouth Township Police Department,"700 Belvoir Road Plymouth Meeting, PA 19462",610-279-1900,NA
Pennsylvania,Pocono Township Police Department,,570-629-7323,NA
Pennsylvania,Point Marion Borough Police Department,"426 Morgantown Street Point Marion, PA 15474",724-725-3400,NA
Pennsylvania,Point Township Police Department,"759 Ridge Road Northumberland, PA 17857",570-473-9114,NA
Pennsylvania,Polk Borough Police Department,"710 Main Street Polk, PA 16342",814-432-3484,NA
Pennsylvania,Port Allegany Police Department,"1 Maple Street Port Allegany, PA 16743",814-642-2604,NA
Pennsylvania,Port Carbon Police Department,"301 First Street Port Carbon, PA 17965",570-622-5411,NA
Pennsylvania,Port Royal Borough Police Department,"111 E 8th Street Port Royal, PA 17082",717-524-4512,NA
Pennsylvania,Port Vue Police Department,"1194 Romine Avenue McKeesport, PA 15133",412-672-2255,NA
Pennsylvania,Porter Township Police Department,"5 Shaffer Lane Jersey Shore, PA 17740",570-398-4614,NA
Pennsylvania,Potter County Sheriff's Office,"One East Second Street, Room 22 Coudersport, PA 16915",814-274-9350,www.pottercountypa.net
Pennsylvania,Pottstown Police Department,"100 East High Street Pottstown, PA 19464",610-970-6572,NA
Pennsylvania,Pottsville Police Department,"401 N Centre Street Pottsville, PA 17901",570-622-1234,NA
Pennsylvania,Prospect Park Police Department,"720 Maryland Avenue Prospect Park, PA 19076",610-534-2222,www.prospectparkpolice.com
Pennsylvania,Punxsutawney Police Department,"301 E Mahoning Street Punxsutawney, PA 15767",814-938-6220,NA
Pennsylvania,Quakertown Borough Police Department,"35 N 3rd Street Quakertown, PA 18951",215-536-5002,NA
Pennsylvania,Quarryville Police Department,"300 St Catherine Street Quarryville, PA 17566",717-786-2101,NA
Pennsylvania,Raccoon Township Police Department,"1234 State Route 18 Aliquippa, PA 15001",724-495-6587,NA
Pennsylvania,Radnor Township Police Department,"301 Iven Avenue Wayne, PA 19087",610-688-0503,NA
Pennsylvania,Ralpho Township Police Department,"28 S Market Street Elysburg, PA 17824",570-672-9892,NA
Pennsylvania,Rankin Police Department,"320 Hawkins Avenue Rankin, PA 15104",412-271-1010,www.rankinborough.com
Pennsylvania,Reading Police Department,"815 Washington Street Reading, PA 19601",610-655-6116,www.readingpa.gov
Pennsylvania,Redstone Township Police Department,"225 Twin Hills Road Grindstone, PA 15442",724-246-0758,NA
Pennsylvania,Renovo Police Department,"128 5th Street Renovo, PA 17764",570-923-1520,NA
Pennsylvania,Reynoldsville Police Department,"Main Street Reynoldsville, PA 15851",814-653-2510,NA
Pennsylvania,Rice Township Police Department,"3000 Church Road Mountaintop, PA 18707",570-868-6400,NA
Pennsylvania,Richland Township Police Department,"4011 Dickey Road Gibsonia, PA 15044",724-443-7848,NA
Pennsylvania,Ridgebury Township Police Department,,570-596-4041,NA
Pennsylvania,Ridgway Police Department,"108 Main Street Ridgway, PA 15853",814-773-5125,NA
Pennsylvania,Ridley Park Police Department,"230 W Chester Pike Ridley Park, PA 19078",610-362-7401,RidleyParkPolice.org
Pennsylvania,Ridley Township Police Department,"100 Macdade Bouldevard Folsom, PA 19033",610-532-4000,NA
Pennsylvania,Rimersburg Borough Police Department,"27 Main Street Rimersburg, PA 16248",814-473-3065,NA
Pennsylvania,Ringtown Borough Police Department,"Borough Hall Ringtown, PA 17967",570-462-1991,NA
Pennsylvania,Riverside Police Department,,570-275-4305,NA
Pennsylvania,Roaring Spring Police Department,"616 Spang Street Roaring Spring, PA 16673",814-224-5382,NA
Pennsylvania,Robeson Township Police Department,"2689 Main Street Birdsboro, PA 19508",610-582-4276,NA
Pennsylvania,Rochester Police Department,"300 West Park Street Rochester, PA 15074",724-775-1100,NA
Pennsylvania,Rochester Township Police Department,"632 California Avenue Rochester, PA 15074",724-774-7278,NA
Pennsylvania,Rockledge Borough Police Department,"1 Park Avenue Rockledge, PA 19046",215-379-8801,www.rockledgeborough.org
Pennsylvania,Rockwood Police Department,"358 Market Street Rockwood, PA 15557",814-926-3211,NA
Pennsylvania,Roseto Police Department,,610-588-0390,NA
Pennsylvania,Ross Township Police Department,"1000 Ross Municipal Drive Pittsburgh, PA 15237",412-931-9070,rosspolice.com
Pennsylvania,Royalton Police Department,"101 Northumbeland Street Royalton, PA 17057",717-944-4831,NA
Pennsylvania,Royersford Borough Police Department,"300 Main Street Royersford, PA 19468",610-948-3305,NA
Pennsylvania,Rush Township Police Department,"104 Mahanoy Avenue Tamaqua, PA 18252",570-668-6100,NA
Pennsylvania,Ryan Township Police Department,"36 North 5th Avenue Barnsville, PA 18214",570-668-6100,NA
Pennsylvania,Sadsbury Township Police Department,,610-857-9536,NA
Pennsylvania,Saint Clair Police Department,"39 N 2nd Street Saint Clair, PA 17970",570-429-2240,NA
Pennsylvania,Salem Township Police Department,"38 Bomboy Lane Berwick, PA 18603",570-752-3772,NA
Pennsylvania,Salisbury Township Police Department,"3000 S Pike Avenue Allentown, PA 18103",610-797-4000,NA
Pennsylvania,Saltsburg Police Department,"320 Point Street Saltsburg, PA 15681",724-639-9413,NA
Pennsylvania,Sankertown Borough Police Department,"301 Pennsylvania Avenue Cresson, PA 16630",814-886-6865,NA
Pennsylvania,Saxonburg Police Department,"420 W Main Street Saxonburg, PA 16056",724-352-1400,NA
Pennsylvania,Saxton Borough Police Department,"707 Ninth Street Saxton, PA 16678",814-635-3523,NA
Pennsylvania,Sayre Police Department,"110 W Packer Avenue Sayre, PA 18840",570-888-2233,NA
Pennsylvania,Schuylkill County Sheriff's Office,"401 N 2nd Street Pottsville, PA 17901",570-628-1440,NA
Pennsylvania,Schuylkill Haven Police Department,"12 W Main Street Schuylkill Haven, PA 17972",570-385-2731,NA
Pennsylvania,Schuylkill Township Police Department,"75 Walnut Street Mary D, PA 17952",570-668-1077,NA
Pennsylvania,Scott Township Police Department,"301 Lindsay Road Carnegie, PA 15106",412-276-2323,NA
Pennsylvania,Scottdale Police Department,"10 Mt Pleasant Road Scottdale, PA 15683",724-887-8220,www.mapquest.com
Pennsylvania,Scranton Police Department,"100 S Washington Avenue Scranton, PA 18503",570-348-4141,www.scrantonpa.gov
Pennsylvania,Selinsgrove Borough Police Department,"1 N High Street Selinsgrove, PA 17870",570-374-8655,NA
Pennsylvania,Seven Springs Borough Police Department,"777 Waterwheel Drive Champion, PA 15622",814-352-7003,NA
Pennsylvania,Seward Borough Police Department,"233 Indiana Street Seward, PA 15954",814-446-6164,NA
Pennsylvania,Sewickley Police Department,"400 N Lexington Sewickley, PA 15143",412-741-4119,NA
Pennsylvania,Shaler Township Police Department,"300 Wetzel Road Glenshaw, PA 15116",412-492-2222,NA
Pennsylvania,Shamokin Dam Police Department,"42 West 8th Avenue Shamokin Dam, PA 17876",570-743-2671,www.shamokindam.net
Pennsylvania,Shamokin Police Department,"511 N Franklin Street Shamokin, PA 17872",570-648-5708,www.shamokincity.org
Pennsylvania,Sharon Hill Police Department,"1110 Spring Street Sharon Hill, PA 19079",610-237-6200,NA
Pennsylvania,Sharon Police Department,"155 West Connelly Bouldevard Sharon, PA 16146",724-983-3210,NA
Pennsylvania,Sharpsburg Police Department,"1611 Main Street Pittsburgh, PA 15215",412-781-0546,NA
Pennsylvania,Sharpsville Police Department,"1 S Walnut Street Sharpsville, PA 16150",724-962-7829,NA
Pennsylvania,Shenandoah Borough Police Department,"25 West Washington Street Shenandoah, PA 17976",570-462-1991,NA
Pennsylvania,Shenango Township Police Department,"1000 Willowbrook Road New Castle, PA 16101",724-654-2243,shenangopolice.com
Pennsylvania,Shillington Borough Police Department,"999 E Broad Street Reading, PA 19607",610-777-3947,www.co.berks.pa.us
Pennsylvania,Shippensburg Police Department,"60 West Burd Street Shippensburg, PA 17257",717-532-7361,www.shippd.org
Pennsylvania,Shippingport Borough,"Box 76 Shippingport, PA 15077",724-643-1371,NA
Pennsylvania,Shiremanstown Police Department,"1 Park Ln Shiremanstown, PA 17011",717-737-4356,NA
Pennsylvania,Silver Spring Township Police Department,"5 Willow Mill Park Road Mechanicsburg, PA 17050",717-697-0607,www.silverspringpolice.com
Pennsylvania,Sinking Spring Police Department,"540 Penn Avenue Sinking Spring, PA 19608",610-678-1906,NA
Pennsylvania,Slatington Police Department,"125 S Walnut Street Slatington, PA 18080",610-437-5252,NA
Pennsylvania,Slippery Rock Borough Police Department,"306 E Water Street Slippery Rock, PA 16057",724-794-6388,NA
Pennsylvania,Smethport Police Department,"201 W Main Street Smethport, PA 16749",814-887-5817,NA
Pennsylvania,Smithfield Boro Police Department,"14 Water Street Smithfield, PA 15478",724-569-5488,NA
Pennsylvania,Snyder County Sheriff's Office,"12 S Main Street Middleburg, PA 17842",570-837-3311,NA
Pennsylvania,Solebury Township Police Department,"3092 Sugan Road Solebury, PA 18963",215-297-8201,NA
Pennsylvania,Somerset Borough Police Department,"340 W Union Street Somerset, PA 15501",814-445-4596,www.somersetborough.com
Pennsylvania,Somerset County Sheriff's Office,"111 East Union St Suite 100 Somerset, PA 15501",814-445-1502,NA
Pennsylvania,Souderton Police Department,"31 W Summit Street Souderton, PA 18964",215-723-6500,www.soudertonborough.org
Pennsylvania,South Abington Township Police Department,"104 Shady Lane Road Chinchilla, PA 18410",570-586-2111,www.satpd.com
Pennsylvania,South Annville Township Police Department,"1300 S White Oak Street Annville, PA 17003",717-867-1003,www.southannville.com
Pennsylvania,South Coatesville Police Department,"134 Modena Road South Coatesville, PA 19320",610-384-3500,NA
Pennsylvania,South Connellsville Police Department,"1503 S Pittsburgh Street South Connellsville, PA 15425",724-628-4860,NA
Pennsylvania,South Fayette Township Police Department,"515 Millers Run Road Morgan, PA 15064",412-221-2170,NA
Pennsylvania,South Greensburg Police Department,"1515 Poplar Street Greensburg, PA 15601",724-834-2915,NA
Pennsylvania,South Heidelberg Township Police Department,"68A North Galen Hall Road Wernersville, PA 19565",610-678-9652,NA
Pennsylvania,South Heights Police Department,,724-378-2400,NA
Pennsylvania,South Lebanon Township Police Department,"1800 S 5th Avenue Lebanon, PA 17042",717-274-0481,NA
Pennsylvania,South Londonderry Township Police Department,"20 W Market Street Campbelltown, PA 17010",717-838-1376,NA
Pennsylvania,South New Castle Boro Police Department,"2300 Adella Street New Castle, PA 16102",724-656-9300,NA
Pennsylvania,South Park Township Police Department,"2675 Brownsville Road Library, PA 15129",412-833-1000,NA
Pennsylvania,South Pymatuning Police Department,"3483 Tamarack Drive Sharpsville, PA 16150",724-962-7856,NA
Pennsylvania,South Whitehall Township Police Department,"4444 Walbert Avenue Allentown, PA 18104",610-398-0337,NA
Pennsylvania,South Williamsport Police Department,"329-331 West Southern Avenue South Williamsport, PA 17702",570-327-8152,swpd.org
Pennsylvania,Southern Regional Police Department,"47 East High Street New Freedom, PA 17349",717-235-3944,www.srpd.us
Pennsylvania,Southwest Greensburg Police Department,"564 Stanton Street Greensburg, PA 15601",724-834-8730,NA
Pennsylvania,Southwest Regional Police Department,"212 State Street Belle Vernon, PA 15012",724-929-8484,www.swrpd.us
Pennsylvania,Southwestern Regional Police Department,"6115 Thoman Drive Spring Grove, PA 17362",717-225-1333,www.swrpd.org
Pennsylvania,Spring City Police Department,"6 S Church Street Spring City, PA 19475",610-948-3456,NA
Pennsylvania,Spring Garden Township Police Department,"340 Tri Hill Road York, PA 17403",717-843-0851,NA
Pennsylvania,Spring Township Police Department,"2800 Shillington Road Sinking Spring, PA 19608",610-678-3431,NA
Pennsylvania,Springdale Borough Police Department,"325 School Street Springdale, PA 15144",724-274-9022,NA
Pennsylvania,Springettsbury Township Police Department,"1501 Mt Zion Road York, PA 17402",717-757-3525,NA
Pennsylvania,Springfield Township Police Department,"2320 Township Road Quakertown, PA 18951",610-346-7600,NA
Pennsylvania,St Marys Police Department,"319 Erie Avenue St Marys, PA 15857",814-781-1315,NA
Pennsylvania,State College Police Department,"243 S Allen Street State College, PA 16801",814-234-7150,www.statecollegepa.us
Pennsylvania,Steelton Borough Police Department,"123 North Front Street Steelton, PA 17113",717-939-9841,steeltonpa.com
Pennsylvania,Stewartstown Police Department,"6 North Main Street Stewartstown, PA 17363",717-993-5308,NA
Pennsylvania,Stoneboro Police Department,"59 Lake Street Stoneboro, PA 16153",724-376-3696,NA
Pennsylvania,Stonycreek Township Police Department,"1610 Bedford Street Johnstown, PA 15902",814-266-3112,www.stonycreektwpcambria.com
Pennsylvania,Strasburg Borough Police Department,"145 Precision Avenue Strasburg, PA 17579",717-687-7128,www.strasburgboro.org
Pennsylvania,Sugar Notch Police Department,"700 Main Street Sugar Notch, PA 18706",570-822-9283,NA
Pennsylvania,Sugarcreek Borough Police Department,"212 Fox Street Franklin, PA 16323",814-437-3702,NA
Pennsylvania,Sullivan County Sheriff's Office,"Crthse Main  Muncy Street Laporte, PA 18626",570-946-7361,NA
Pennsylvania,Summerhill Township Police Department,"114 Irvin Street Beaverdale, PA 15921",814-487-7314,NA
Pennsylvania,Summit Township Police Department,"192 Township Office Road Meyersdale, PA 15552",814-634-5364,NA
Pennsylvania,Sunbury Police Department,"440 Market Street Sunbury, PA 17801",570-286-4584,NA
Pennsylvania,Susquehanna Borough Police Department,"83 Erie Bouldevard Susquehanna, PA 18847",570-853-3147,NA
Pennsylvania,Susquehanna County Sheriff's Office,"Crthse Public Avenue Montrose, PA 18801",570-278-4600,NA
Pennsylvania,Susquehanna Township Police Department,"1900 Linglestown Road Harrisburg, PA 17110",717-652-8265,www.susquehannatwp.com
Pennsylvania,Swarthmore Police Department,"121 Park Avenue Swarthmore, PA 19081",610-543-0123,NA
Pennsylvania,Sweden Township Police Department,"129 Cherry Springs Road Coudersport, PA 16915",814-274-0654,NA
Pennsylvania,Swissvale Borough Police Department,"7560 Roslyn Street Swissvale, PA 15218",412-271-0430,NA
Pennsylvania,Swoyersville Police Department,"675 Main Street Swoyersville, PA 18704",570-288-6565,NA
Pennsylvania,Sykesville Police Department,"21 E Main Street Sykesville, PA 15865",814-894-2408,NA
Pennsylvania,Tamaqua Police Department,"320 E Broad Street Tamaqua, PA 18252",570-668-6100,NA
Pennsylvania,Tarentum Borough Police Department,"318 E 2nd Avenue Tarentum, PA 15084",724-224-1515,NA
Pennsylvania,Taylor Borough Police Department,"122 Union Street Taylor, PA 18517",570-562-2210,www.Taylorborough.com
Pennsylvania,Telford Borough Police Department,"100 Penn Avenue Telford, PA 18969",215-723-6700,NA
Pennsylvania,Throop Police Department,"201 Charles Street Throop, PA 18512",570-489-0211,throopboro.com
Pennsylvania,Tilden Township Police Department,"870 Hex Highway Hamburg, PA 19526",610-562-9001,www.tildentownship.com
Pennsylvania,Tinicum Township Police Department,"629 North Governor Printz Boulevard Essington, PA 19029",610-521-3830,NA
Pennsylvania,Tioga County Sheriff's Office,"116 Main Street Wellsboro, PA 16901",570-724-3491,www.tiogacountypa.us
Pennsylvania,Titusville Police Department,"323 N Franklin Street Titusville, PA 16354",814-827-1890,NA
Pennsylvania,Towamencin Township Police Department,"1090 Troxel Road Kulpsville, PA 19443",215-368-7606,NA
Pennsylvania,Towanda Borough Police Department,"10 Park Street Towanda, PA 18848",570-265-2522,NA
Pennsylvania,Tower City Police Department,"544 E Colliery Tower City, PA 17980",570-647-4367,NA
Pennsylvania,Trafford Police Department,"430 Brinton Avenue Trafford, PA 15085",412-372-6550,www.traffordpa.com
Pennsylvania,Trainer Borough Police Department,"824 Main Street Trainer, PA 19061",610-494-7399,NA
Pennsylvania,Tredyffrin Township Police Department,"1100 DuPortail Road Berwyn, PA 19312",610-644-3221,NA
Pennsylvania,Tremont Police Department,"19 North Pine Street Tremont, PA 17981",570-695-2215,NA
Pennsylvania,Troy Borough Police Department,"49 Elmira Street Troy, PA 16947",570-297-2423,NA
Pennsylvania,Tullytown Borough Police Department,"500 Main Street Tullytown, PA 19007",215-945-0999,tullytownborough.com
Pennsylvania,Tulpehocken Township Police Department,"22 Rehrersburg Road Rehrersburg, PA 19550",717-933-5033,NA
Pennsylvania,Tunkhannock Township Police Department,"438 SR 92 South Tunkhannock, PA 18657",570-836-5255,NA
Pennsylvania,Turtle Creek Police Department,"125 Monroeville Avenue Turtle Creek, PA 15145",412-824-5311,NA
Pennsylvania,Tyrone Borough Police Department,"1100 Logan Avenue Tyrone, PA 16686",814-684-1364,NA
Pennsylvania,Union City Police Department,"13 S Main Street Union City, PA 16438",814-438-3441,NA
Pennsylvania,Union County Sheriff's Office,"103 S 2nd Street Lewisburg, PA 17837",570-524-8716,unioncountypa.org
Pennsylvania,Union Township Police Department,"1910 Davies Avenue New Castle, PA 16101",724-652-5203,NA
Pennsylvania,Uniontown City Police Department,"45 E Penn Street Uniontown, PA 15401",724-430-2929,NA
Pennsylvania,Upland Police Department,"224 Castle Avenue Upland, PA 19015",610-872-3040,uplandboro.org
Pennsylvania,Upper Allen Township Police Department,"100 Gettysburg Pike Mechanicsburg, PA 17055",717-795-2445,www.upperallenpolice.com
Pennsylvania,Upper Burrell Township Police Department,"3735 Seventh Street New Kensington, PA 15068",724-335-0664,www.upperburrelltwp.com
Pennsylvania,Upper Chichester Township Police Department,"8400 Furey Road Boothwyn, PA 19061",610-485-8400,www.ucpd.net
Pennsylvania,Upper Darby Township Police Department,"7236 W Chester Pike Upper Darby, PA 19082",610-352-7050,NA
Pennsylvania,Upper Dublin Township Police Department,"801 Loch Alsh Avenue Fort Washington, PA 19034",215-646-2100,NA
Pennsylvania,Upper Gwynedd Township Police Department,"Parkside Place West Point, PA 19486",215-699-5861,NA
Pennsylvania,Upper Makefield Township Police Department,"1076 Eagle Road Newtown, PA 18940",215-968-3020,NA
Pennsylvania,Upper Merion Township Police Department,"175 W Valley Forge Road King of Prussia, PA 19406",610-265-3232,www.umtownship.org
Pennsylvania,Upper Moreland Police Department,"117 Park Avenue Willow Grove, PA 19090",215-657-4700,NA
Pennsylvania,Upper Perk Police Department,"88 West 6th Street Pennsburg, PA 18073",215-679-8203,www.pameganslaw.state.pa.us
Pennsylvania,Upper Pottsgrove Township Police Department,"1420 Heather Place Pottstown, PA 19464",610-327-1441,upperpottsgrovetownship.org
Pennsylvania,Upper Providence Township Police Department,"935 N Providence Road Media, PA 19063",610-566-8445,NA
Pennsylvania,Upper Saucon Township Police Department,"5500 Camp Meeting Road Center Valley, PA 18034",610-282-3064,NA
Pennsylvania,Upper Southampton Township Police Department,"939 Street Road Southampton, PA 18966",215-364-5000,NA
Pennsylvania,Upper St Clair Township Police Department,"1820 McLaughlin Run Road Pittsburgh, PA 15241",412-833-1113,NA
Pennsylvania,Upper Uwchlan Township Police Department,"140 Pottstown Pike Chester Springs, PA 19425",610-692-5100,NA
Pennsylvania,Uwchlan Township Police Department,"717 N Ship Road Exton, PA 19341",610-363-6947,NA
Pennsylvania,Valley Township Police Department,,610-384-8133,NA
Pennsylvania,Vandergrift Police Department,"109 Grant Avenue Vandergrift, PA 15690",724-568-5507,NA
Pennsylvania,Venango County Sheriff's Office,"1st Floor Franklin, PA 16323",814-432-9565,www.co.venango.pa.us
Pennsylvania,Verona Police Department,"736 E Railroad Avenue Verona, PA 15147",412-828-6034,NA
Pennsylvania,Vintondale Borough Police Department,"351 Main Street Vintondale, PA 15961",814-749-8943,NA
Pennsylvania,Walnutport Borough Police Department,"417 Lincoln Avenue Walnutport, PA 18088",610-767-1134,www.walnutportpolice.org
Pennsylvania,Warminster Township Police Department,"401 Gibson Avenue Warminster, PA 18974",215-443-5000,NA
Pennsylvania,Warren City Police Department,"318 W 3rd Avenue Warren, PA 16365",814-723-2700,NA
Pennsylvania,Warren County Sheriff's Office,"407 Market Street Warren, PA 16365",814-723-7553,www.warrencountypa.net
Pennsylvania,Warrington Township Police Department,"852 Easton Road Warrington, PA 18976",215-343-3311,NA
Pennsylvania,Warrior Run Police Department,"Front and Hanover Street Warrior Run, PA 18706",570-823-3225,NA
Pennsylvania,Warwick Township Police Department,"1733 Township Grn Jamison, PA 18929",215-343-6102,NA
Pennsylvania,Washington County Sheriff's Office,"Courthouse Square 100 West Beau Street, Suite 303 Washington, PA 15301",724-228-6840,NA
Pennsylvania,Washington Police Department,"56 West Strawberry Avenue Washington, PA 15301",724-223-4226,NA
Pennsylvania,Washington Township Police Department,"289 Pine Run Church Road Apollo, PA 15613",724-727-3410,home.comcast.net
Pennsylvania,Watsontown Police Department,"4th  Main Street Watsontown, PA 17777",570-538-2773,NA
Pennsylvania,Waymart Borough Police Department,,570-488-7575,NA
Pennsylvania,Wayne County Sheriff's Office,"925 Court Street Honesdale, PA 18431",570-253-2641,www.co.wayne.pa.us
Pennsylvania,Waynesboro Police Department,"57 E Main Street Waynesboro, PA 17268",717-762-2132,www.waynesboropolice.com
Pennsylvania,Waynesburg Police Department,"90 E High Street Waynesburg, PA 15370",724-627-8113,NA
Pennsylvania,Weatherly Police Department,"10 Wilbur Street Weatherly, PA 18255",570-427-4241,NA
Pennsylvania,Weissport Borough Police Department,"440 Allen Street Weissport, PA 18235",610-377-5608,NA
Pennsylvania,Wellsboro Police Department,"28 Crafton Street Wellsboro, PA 16901",570-724-3119,NA
Pennsylvania,Wesleyville Police Department,"3421 Buffalo Road Wesleyville, PA 16510",814-899-0681,NA
Pennsylvania,West Brandywine Township Police Department,"199 Lafayette Road Coatesville, PA 19320",610-380-8201,www.wbrandywine.org
Pennsylvania,West Brownsville Police Department,"235 Main Street West Brownsville, PA 15417",724-785-8434,NA
Pennsylvania,West Caln Township Police Department,"721 West Kings Highway Wagontown, PA 19376",610-384-3115,NA
Pennsylvania,West Chester Police Department,"401 E Gay Street West Chester, PA 19380",610-696-2700,NA
Pennsylvania,West Conshohocken Police Department,"1001 New Dehaven Street West Conshohocken, PA 19428",610-940-5842,NA
Pennsylvania,West Deer Township Police Department,"109 E Union Road Cheswick, PA 15024",724-265-1100,NA
Pennsylvania,West Earl Township Police Department,"157 W Metzler Road Brownstown, PA 17508",717-859-1411,NA
Pennsylvania,West Fallowfield Township Police Department,,610-593-2442,NA
Pennsylvania,West Goshen Township Police Department,"1025 Paoli Pike West Chester, PA 19380",610-696-7400,NA
Pennsylvania,West Hazleton Police Department,"12 S 4th Street West Hazleton, PA 18202",570-455-3733,NA
Pennsylvania,West Hempfield Township Police Department,"3401 Marietta Avenue Lancaster, PA 17601",717-285-5191,www.twp.west-hempfield.pa.us
Pennsylvania,West Hills Regional Police Department,"1000 Luzerne Street Johnstown, PA 15905",814-255-4145,NA
Pennsylvania,West Homestead Police Department,"456 West Eighth Avenue West Homestead, PA 15120",412-462-4150,NA
Pennsylvania,West Lampeter Township Police Department,"852 Village Road Lampeter, PA 17537",717-464-2421,NA
Pennsylvania,West Manchester Township Police Department,"380 East Berlin Road York, PA 17408",717-792-9514,www.westmanchestertownship.com
Pennsylvania,West Manheim Township Police Department,"2412 Baltimore Pike Suite 300 Hanover, PA 17331",717-632-7059,westmanheimtwp.com
Pennsylvania,West Newton Borough Police Department,"112 S Water Street West Newton, PA 15089",724-872-8610,NA
Pennsylvania,West Norriton Township Police Department,"1630 W Marshall Street Norritown, PA 19403",610-630-1701,NA
Pennsylvania,West Nottingham Township Police Department,"100 Park Road Nottingham, PA 19362",610-932-4072,NA
Pennsylvania,West Penn Township Police Department,"Municipal Road New Ringgold, PA 17965",570-386-1100,NA
Pennsylvania,West Pikeland Township Police Department,"1649 Art School Road Chester Springs, PA 19425",610-827-5007,www.westpikeland.com
Pennsylvania,West Pittston Police Department,"555 Exeter Avenue West Pittston, PA 18643",570-655-7780,NA
Pennsylvania,West Pottsgrove Township Police Department,"980 Grosstown Street Stowe, PA 19464",610-323-2090,NA
Pennsylvania,West Reading Police Department,"500 Chestnut Street West Reading, PA 19611",610-373-0111,NA
Pennsylvania,West Sadsbury Township Police Department,"4051 West Lincoln Highway Parkesburg, PA 19365",610-857-5688,NA
Pennsylvania,West Shore Regional Police Department,"510 Herman Avenue Lemoyne, PA 17043",717-737-8734,www.wsrpd.org
Pennsylvania,West Vincent Township Police Department,"729 St Matthews Road Chester Springs, PA 19425",610-458-3205,www.westvincenttwp.org
Pennsylvania,West Whiteland Township Police Department,"222 N Pottstown Pike Exton, PA 19341",610-363-0200,NA
Pennsylvania,West Wyoming Borough Police Department,"464 West Eighth Street West Wyoming, PA 18644",570-693-1211,NA
Pennsylvania,West York Borough Police Department,"1700 W Philadelphia Street York, PA 17404",717-854-1975,www.wybpd.org
Pennsylvania,Western Berks Regional Police Department,"100 N Reber Street Wernersville, PA 19565",610-678-2835,NA
Pennsylvania,Westfield Borough Police Department,"429 East Main Street Westfield, PA 16950",814-367-2769,NA
Pennsylvania,Westmoreland County Sheriff's Office,"2 N Main Street Greensburg, PA 15601",724-830-3457,NA
Pennsylvania,Whitaker Borough Police Department,"124 Grant Avenue Whitaker, PA 15120",412-461-6622,NA
Pennsylvania,Whitehall Borough Police Department,"100 Borough Park Drive Pittsburgh, PA 15236",412-884-1100,NA
Pennsylvania,Whitehall Township Police Department,"3731 Lehigh Street Whitehall, PA 18052",610-437-3042,NA
Pennsylvania,Whitemarsh Township Police Department,"616 Germantown Pike Lafayette Hill, PA 19444",610-825-6530,NA
Pennsylvania,Whitpain Township Police Department,"960 Wentz Road Blue Bell, PA 19422",610-279-9033,NA
Pennsylvania,Wilkes-Barre City Police Department,"15 No Washington Street Wilkes-Barre, PA 18701",570-208-4207,NA
Pennsylvania,Wilkins Township Police Department,"110 Peffer Road Turtle Creek, PA 15145",412-824-0032,NA
Pennsylvania,Wilkinsburg Police Department,"605 Ross Avenue Wilkinsburg, PA 15221",412-244-2919,NA
Pennsylvania,Williamsburg Police Department,"305 E 2nd Street Williamsburg, PA 16693",814-832-2022,NA
Pennsylvania,Williamsport Bureau of Police,"245 W 4th Street Williamsport, PA 17701",570-327-7540,NA
Pennsylvania,Williamstown Borough Police Department,"200 S West Street Williamstown, PA 17098",717-647-2345,NA
Pennsylvania,Wilson Borough Police Department,"2041 Butler Street Easton, PA 18042",610-258-8746,NA
Pennsylvania,Womelsdorf Borough Police Department,"101 West High Street Womelsdorf, PA 19567",610-589-5559,NA
Pennsylvania,Woodward Township Police Department,"86 Riverside Terrace Lock Haven, PA 17745",570-858-5676,home.comcast.net
